med_type,pref_code,med_code,name,address,phone,opener,manager,depts,beds,designated_date,source
診療所,20,0112064,小口内科小児科医院,長野市若槻団地１の１８９,026-241-5588,小口　眞樹,小口　眞樹,内　小　循,,昭45. 8. 15,ika
診療所,20,0112494,金井内科医院,長野市北堀６４９－１,026-296-0457,金井　英明,金井　英明,内　消,,昭51. 1. 1,ika
診療所,20,0112510,藤森小児科医院,長野市西三才１９２－８,026-296-1600,藤森　克之,藤森　克之,小,,昭51. 4. 14,ika
診療所,20,0112833,竹中内科医院,長野市上野１－２０－１６,026-295-5117,竹中　一,竹中　一,内,,昭56. 4. 1,ika
診療所,20,0113245,児玉医院,長野市大字稲葉７６２,026-221-6574,兒玉　央,兒玉　央,小　アレ,,平5. 8. 1,ika
診療所,20,0113260,小林小児科,長野市稲里町中氷鉋４３６－１,026-284-7777,小林　敏美,小林　敏美,小,,平2. 10. 1,ika
診療所,20,0113294,河合医院,長野市青木島町綱島４４０,026-285-5830,河合　正行,河合　正行,内　小,,平2. 12. 1,ika
診療所,20,0113351,堀内医院,長野市吉田５－１０－３２,026-243-2030,堀内　訓,堀内　訓,整外,,平3. 9. 7,ika
診療所,20,0113369,野田医院神経内科クリニック,長野市三輪５－４３－１８ドラティー三輪１０１,026-235-5631,野田　敏次,野田　敏次,精　神内,,平3. 12. 1,ika
診療所,20,0113385,武居医院,長野市問御所町１３３７番地イの４,026-232-3715,武居　彰,武居　彰,皮,,平4. 4. 27,ika
診療所,20,0113401,増田医院,長野市早苗町３４,026-233-3606,増田　光喜,増田　光喜,皮　小,,平4. 12. 1,ika
診療所,20,0113484,大門東クリニック,長野市大字鶴賀田町２４４７,026-235-2700,山口　裕通,山口　裕通,消　外　こう,,平6. 6. 1,ika
診療所,20,0113633,滝沢医院,長野市篠ノ井布施高田６７７,026-293-6120,滝澤　隆,滝澤　隆,内　小　リウ,,平8. 10. 4,ika
診療所,20,0113716,すずき小児科医院,長野市川中島町今井字豊田１６７４ー１８,026-284-1161,鈴木　貞行,鈴木　貞行,小,,平9. 10. 1,ika
診療所,20,0113732,川上内科医院,長野市上松４ー６ー２,026-241-5033,川上　淑人,川上　淑人,内,,平9. 10. 10,ika
診療所,20,0113765,塚田内科歯科医院,長野市篠ノ井東福寺１００８ー４,026-290-7001,塚田　健介,塚田　健介,内　歯　小歯　歯外,,平10. 10. 1,ika
診療所,20,0113773,小林医院,長野市桜枝町１１６５,026-232-3632,小林　資,小林　資,内　小　消　呼,,平10. 11. 1,ika
診療所,20,0113807,徳武クリニック,長野市西尾張部１０２２ー１,026-252-6151,徳武　光貴,徳武　光貴,外　胃,,平11. 4. 1,ika
診療所,20,0113856,平林堀内整形外科,長野市平林２－１７－４８,026-239-6111,堀内　信良,堀内　信良,整外　リウ　リハ,,平12. 1. 1,ika
診療所,20,0113898,山口形成外科,長野市妻科４１７,026-238-1270,山口　博,山口　博,形外　美外　皮,,平12. 5. 1,ika
診療所,20,0113930,村山眼科医院,長野市上松４丁目７番９号,026-259-1160,村山　禎一朗,村山　禎一朗,眼,,平12. 10. 24,ika
診療所,20,0113963,茶臼山子ども医院,長野市篠ノ井岡田３１,026-299-8633,笠井　慎治,笠井　慎治,小,,平13. 2. 1,ika
診療所,20,0113989,長島医院ペインクリニック,長野市大字徳間３１０５,026-254-5480,長島　義人,長島　義人,麻,,平13. 4. 1,ika
診療所,20,0113997,にいざわ皮ふ科,長野市柳原２２２１ー６,026-255-7238,新澤　みどり,新澤　みどり,皮,,平13. 4. 1,ika
診療所,20,0114029,安茂里堀越内科クリニック,長野市大字安茂里字本上河原８１７２―２,026-229-5890,堀越　正二郎,堀越　正二郎,内,,平13. 10. 1,ika
診療所,20,0114094,武田医院,長野市若里１－３５－２３,026-226-0871,武田　毅,武田　毅,内　小,,平14. 3. 22,ika
診療所,20,0114169,矢島内科医院,長野市三輪田町１３００,026-233-1231,矢島　紀秋,矢島　紀秋,内　他,,平15. 1. 1,ika
診療所,20,0114185,おぬま皮膚科クリニック,長野市三輪９－４５－１５,026-241-7707,小沼　博義,小沼　博義,皮,,平17. 11. 1,ika
診療所,20,0114219,あらい耳鼻咽喉科,長野市檀田２－１６－１３,026-243-3387,新井　伸一郎,新井　伸一郎,耳い,,平16. 2. 16,ika
診療所,20,0114250,轟医院,長野市松代町松代６２９,026-278-2135,轟　清志,轟　清志,内　循環器内科,,平16. 6. 29,ika
診療所,20,0114268,荻場耳鼻咽喉科医院,長野市篠ノ井御幣川１１５４,026-292-1076,荻場　貴夫,荻場　貴夫,耳い,,平16. 9. 1,ika
診療所,20,0114276,磯村クリニック,長野市鶴賀権堂町２２１５－３,026-234-8282,磯村　高之,磯村　高之,放　内,,平22. 1. 1,ika
診療所,20,0114284,岡田呼吸器科内科医院,長野市石渡６２－５,026-259-3090,岡田　和義,岡田　和義,内　呼　アレ,,平16. 10. 1,ika
診療所,20,0114300,鈴木医院,長野市豊野町豊野１２２０,026-257-5020,鈴木　昌和,鈴木　昌和,内　小　リハ,,昭63. 6. 6,ika
診療所,20,0114326,滝澤医院,長野市若穂綿内８８１８,026-282-2160,滝澤　緑,滝澤　緑,産婦　内,,平17. 1. 1,ika
診療所,20,0114342,栗原眼科,長野市川中島町御厨１１４７－２,026-285-6622,栗原　和之,栗原　和之,眼,,平17. 4. 6,ika
診療所,20,0114359,整形外科・リハビリテーション科　児島医院,長野市大豆島１９３８－４,026-267-0811,児島　誠一,児島　誠一,整外　リハ,,平17. 10. 14,ika
診療所,20,0114383,脳神経外科ＡーＯＮＥクリニック,長野市南石堂町１９７１エーワンシティジアゴラ５階,026-228-1929,上原　隆志,上原　隆志,脳外,,平18. 4. 1,ika
診療所,20,0114474,徳永医院,長野市差出南二丁目２２－１１,026-228-7575,徳永　真一,徳永　真一,他,,平19. 5. 7,ika
診療所,20,0114482,清水産婦人科医院,長野市川中島町原９０８－１,026-219-3838,清水　元彦,清水　元彦,一般　一般　産　婦,13,平19. 6. 1,ika
診療所,20,0114490,瀬原田クリニック,長野市篠ノ井布施五明３３１３番地,026-299-5511,草間　律,草間　律,内　外　皮　消,,平19. 10. 1,ika
診療所,20,0114516,鈴木医院,長野市稲里町田牧３９２ー３,026-214-2070,鈴木　貞博,鈴木　貞博,内　放　リウ,,平20. 1. 1,ika
診療所,20,0114524,榊ペインクリニック,長野市南千歳１丁目７番地１,026-224-7711,榊　純太郎,榊　純太郎,麻,,平20. 2. 1,ika
診療所,20,0114532,高須医院,長野市篠ノ井塩崎６６６７ー２,026-292-1451,高須　政夫,高須　政夫,内　消,,平20. 4. 1,ika
診療所,20,0114540,小出メンタルクリニック,長野市檀田２丁目１－１,026-217-2250,小出　恭彦,小出　恭彦,心内　精,,平20. 4. 1,ika
診療所,20,0114557,ハナイ眼科医院,長野市松代町松代１４３０－１３,026-213-4810,花井　徹,花井　徹,眼,,平20. 4. 21,ika
診療所,20,0114565,いでうら内科クリニック,長野市大字徳間字中南５５７－２,026-256-6600,出浦　正,出浦　正,人工透析内科,,平20. 5. 12,ika
診療所,20,0114573,はっちょう皮膚科,長野市吉田３－２２－１６ＪＡながの吉田駅前ビル２Ｆ,026-241-6603,八町　祐宏,八町　祐宏,皮,,平20. 10. 15,ika
