pref_code,fiscal_year,category,receipt_count,days
45,2018,医科入院,344705,5763396
45,2019,医科入院,342560,5737743
45,2020,医科入院,323546,5432785
45,2021,医科入院,322948,5376116
45,2022,医科入院,317003,5253515
45,2023,医科入院,321246,5287175
45,2024,医科入院,319013,5176646
45,2025,医科入院,288431,4661205
45,2016,医科入院外,9503076,15703262
45,2017,医科入院外,9514562,15493416
45,2018,医科入院外,9501646,15294859
45,2019,医科入院外,9485819,15122194
45,2020,医科入院外,8839357,13916094
45,2021,医科入院外,9077035,14109637
45,2022,医科入院外,9461862,14451478
45,2023,医科入院外,9653720,14650102
45,2024,医科入院外,9598056,14476477
45,2025,医科入院外,8584711,12878411
45,2016,歯科,1561515,3257975
45,2017,歯科,1600730,3258051
45,2018,歯科,1644746,3256693
45,2019,歯科,1706458,3292467
45,2020,歯科,1646340,3116432
45,2021,歯科,1723727,3104651
45,2022,歯科,1747297,3038279
45,2023,歯科,1819208,3059988
45,2024,歯科,1857841,3019667
45,2025,歯科,1737054,2765990
45,2016,総計,11440064,25010247
45,2017,総計,11495498,24779245
45,2018,総計,11526651,24559534
45,2019,総計,11574071,24428687
45,2020,総計,10852836,22777408
45,2021,総計,11171718,22933371
45,2022,総計,11578824,23115973
45,2023,総計,11852940,23428480
45,2024,総計,11840729,23179676
45,2025,総計,10676215,20829598
45,2016,訪問看護,27574,191637
45,2017,訪問看護,32082,220711
45,2018,訪問看護,35554,244586
45,2019,訪問看護,39234,276283
45,2020,訪問看護,43593,312097
45,2021,訪問看護,48008,342967
45,2022,訪問看護,52662,372701
45,2023,訪問看護,58766,431215
45,2024,訪問看護,65819,506886
45,2025,訪問看護,66019,523992
45,2016,調剤,6519954,8250806
45,2017,調剤,6552423,8211454
45,2018,調剤,6566955,8156187
45,2019,調剤,6576827,8121307
45,2020,調剤,6185951,7514765
45,2021,調剤,6358956,7703629
45,2022,調剤,6639178,7976255
45,2023,調剤,6881519,8285795
45,2024,調剤,6882785,8255846
45,2025,調剤,6153124,7299325
46,2016,医科入院,615763,11095560
46,2017,医科入院,618133,11057997
46,2018,医科入院,613359,10960123
46,2019,医科入院,610461,10890746
46,2020,医科入院,580695,10284760
46,2021,医科入院,569206,10065727
46,2022,医科入院,562309,9869874
46,2023,医科入院,565540,9876956
46,2024,医科入院,567167,9805129
46,2025,医科入院,521965,8979095
46,2016,医科入院外,14010230,23725108
46,2017,医科入院外,14022348,23426822
46,2018,医科入院外,13998867,23095847
46,2019,医科入院外,13937940,22609506
46,2020,医科入院外,13027438,20847074
46,2021,医科入院外,13376375,21147637
46,2022,医科入院外,13881263,21555972
46,2023,医科入院外,14081719,21703815
46,2024,医科入院外,13933256,21312782
46,2025,医科入院外,12667312,19205614
46,2016,歯科,2543317,5145039
46,2017,歯科,2618323,5165022
46,2018,歯科,2706756,5193352
46,2019,歯科,2797116,5203117
46,2020,歯科,2709581,4986059
46,2021,歯科,2824051,5002192
46,2022,歯科,2848673,4887779
46,2023,歯科,2923169,4872642
46,2024,歯科,2980089,4850876
46,2025,歯科,2810667,4473395
46,2016,総計,17200307,40222082
46,2017,総計,17292574,39927465
46,2018,総計,17355647,39544865
46,2019,総計,17387858,39033837
46,2020,総計,16366246,36501124
46,2021,総計,16822276,36641240
46,2022,総計,17349086,36779649
46,2023,総計,17634641,36988961
46,2024,総計,17551812,36571029
46,2025,総計,16073992,33288374
46,2016,訪問看護,30997,256375
46,2017,訪問看護,33770,277624
46,2018,訪問看護,36665,295543
46,2019,訪問看護,42341,330468
46,2020,訪問看護,48532,383231
46,2021,訪問看護,52644,425684
46,2022,訪問看護,56841,466024
46,2023,訪問看護,64213,535548
46,2024,訪問看護,71300,602242
46,2025,訪問看護,74048,630270
46,2016,調剤,9212507,11719304
46,2017,調剤,9344928,11790035
46,2018,調剤,9369933,11745990
46,2019,調剤,9380603,11679041
46,2020,調剤,8846695,10841730
46,2021,調剤,9002733,10968751
46,2022,調剤,9332656,11272083
46,2023,調剤,9753502,11800219
46,2024,調剤,9721150,11719145
46,2025,調剤,8898533,10634101
47,2016,医科入院,391737,6179032
47,2017,医科入院,395088,6179070
47,2018,医科入院,394255,6120326
47,2019,医科入院,393512,6093819
47,2020,医科入院,367881,5735232
47,2021,医科入院,360970,5633330
47,2022,医科入院,357580,5567737
47,2023,医科入院,371485,5747626
47,2024,医科入院,378145,5751332
47,2025,医科入院,355182,5331242
47,2016,医科入院外,9843753,15125972
47,2017,医科入院外,9997039,15283072
47,2018,医科入院外,10008904,15187767
47,2019,医科入院外,10226318,15343320
47,2020,医科入院外,9089174,13414799
47,2021,医科入院外,9592481,13983071
47,2022,医科入院外,10323490,14795156
47,2023,医科入院外,10560619,14978164
47,2024,医科入院外,10644669,15074251
47,2025,医科入院外,9700424,13693764
47,2016,歯科,1924745,3761222
47,2017,歯科,1979852,3789979
47,2018,歯科,2039593,3801242
47,2019,歯科,2131282,3852799
47,2020,歯科,2005117,3564974
47,2021,歯科,2108117,3590631
47,2022,歯科,2192202,3595278
47,2023,歯科,2318067,3652090
47,2024,歯科,2409805,3696106
47,2025,歯科,2284341,3410761
47,2016,総計,12183378,25251617
47,2017,総計,12400411,25481067
47,2018,総計,12476181,25381672
47,2019,総計,12790475,25616371
47,2020,総計,11506398,23095924
47,2021,総計,12114884,23667007
47,2022,総計,12942133,24551994
47,2023,総計,13333653,25128454
47,2024,総計,13532958,25443228
47,2025,総計,12446628,23423967
47,2016,訪問看護,23143,185391
47,2017,訪問看護,28432,228946
47,2018,訪問看護,33429,272337
47,2019,訪問看護,39363,326433
47,2020,訪問看護,44226,380919
47,2021,訪問看護,53316,459975
47,2022,訪問看護,68861,593823
47,2023,訪問看護,83482,750574
47,2024,訪問看護,100339,921539
47,2025,訪問看護,106681,988200
47,2016,調剤,6631539,8015883
47,2017,調剤,6811354,8173010
47,2018,調剤,6853411,8156607
47,2019,調剤,7034184,8325510
47,2020,調剤,6268282,7284155
47,2021,調剤,6525366,7559178
47,2022,調剤,7031039,8101094
47,2023,調剤,7396846,8501259
47,2024,調剤,7517503,8621934
47,2025,調剤,6841667,7800534
