pref_code,fiscal_year,category,receipt_count,days
31,2025,歯科,961836,1442121
31,2016,総計,5918405,11827995
31,2017,総計,5956574,11744679
31,2018,総計,5974756,11640665
31,2019,総計,5982968,11507642
31,2020,総計,5591628,10713895
31,2021,総計,5703279,10778363
31,2022,総計,5780569,10755328
31,2023,総計,5960834,10955253
31,2024,総計,5961177,10906702
31,2025,総計,5365950,9780528
31,2016,訪問看護,9661,74128
31,2017,訪問看護,10701,84326
31,2018,訪問看護,12927,107187
31,2019,訪問看護,14000,117203
31,2020,訪問看護,15530,131819
31,2021,訪問看護,17591,146943
31,2022,訪問看護,19701,161772
31,2023,訪問看護,20226,170784
31,2024,訪問看護,20601,175092
31,2025,訪問看護,20080,174624
31,2016,調剤,2866092,3662416
31,2017,調剤,2900055,3673948
31,2018,調剤,2944096,3684331
31,2019,調剤,2960146,3669522
31,2020,調剤,2773120,3371021
31,2021,調剤,2858795,3464755
31,2022,調剤,2936596,3518456
31,2023,調剤,3088437,3714442
31,2024,調剤,3092621,3707475
31,2025,調剤,2794897,3326270
32,2016,医科入院,195747,3157789
32,2017,医科入院,197608,3185036
32,2018,医科入院,195052,3128091
32,2019,医科入院,194266,3126634
32,2020,医科入院,183317,2938821
32,2021,医科入院,186888,2916028
32,2022,医科入院,181139,2844505
32,2023,医科入院,184647,2874520
32,2024,医科入院,182816,2841521
32,2025,医科入院,165638,2565635
32,2016,医科入院外,5992090,9281633
32,2017,医科入院外,5981456,9149982
32,2018,医科入院外,5991063,9057378
32,2019,医科入院外,5979083,8948192
32,2020,医科入院外,5593439,8238532
32,2021,医科入院外,5709025,8339060
32,2022,医科入院外,5880096,8455471
32,2023,医科入院外,5987214,8553568
32,2024,医科入院外,5937122,8422738
32,2025,医科入院外,5365960,7550628
32,2016,歯科,1055510,1861259
32,2017,歯科,1069307,1837456
32,2018,歯科,1108469,1865829
32,2019,歯科,1141969,1867069
32,2020,歯科,1097701,1776293
32,2021,歯科,1137067,1787728
32,2022,歯科,1145009,1754512
32,2023,歯科,1166148,1753620
32,2024,歯科,1191585,1751814
32,2025,歯科,1105906,1587885
32,2016,総計,7258705,14405775
32,2017,総計,7264927,14284338
32,2018,総計,7312335,14169651
32,2019,総計,7334659,14072817
32,2020,総計,6895417,13094714
32,2021,総計,7054999,13188002
32,2022,総計,7229214,13204627
32,2023,総計,7362150,13343370
32,2024,総計,7336591,13184904
32,2025,総計,6661165,11865931
32,2016,訪問看護,15358,105094
32,2017,訪問看護,16556,111864
32,2018,訪問看護,17751,118353
32,2019,訪問看護,19341,130922
32,2020,訪問看護,20960,141068
32,2021,訪問看護,22019,145186
32,2022,訪問看護,22970,150139
32,2023,訪問看護,24141,161662
32,2024,訪問看護,25068,168831
32,2025,訪問看護,23661,161783
32,2016,調剤,3855442,4970016
32,2017,調剤,3925810,4999504
32,2018,調剤,3996500,5029486
32,2019,調剤,4047818,5054291
32,2020,調剤,3829504,4688906
32,2021,調剤,3941529,4805480
32,2022,調剤,4109797,4958503
32,2023,調剤,4270629,5147292
32,2024,調剤,4291295,5141282
32,2025,調剤,3931146,4672417
33,2016,医科入院,534546,8015646
33,2017,医科入院,543753,8165429
33,2018,医科入院,541526,8116648
33,2019,医科入院,540724,8104693
33,2020,医科入院,508052,7669512
33,2021,医科入院,502357,7577861
33,2022,医科入院,501416,7463184
33,2023,医科入院,516233,7627388
33,2024,医科入院,517744,7583727
33,2025,医科入院,473418,6878566
33,2016,医科入院外,16082124,26059889
33,2017,医科入院外,16148370,25816119
33,2018,医科入院外,16106441,25302873
33,2019,医科入院外,16080727,24941822
33,2020,医科入院外,14758938,22553862
33,2021,医科入院外,15208502,22965208
33,2022,医科入院外,15860453,23701191
33,2023,医科入院外,16162374,23842887
33,2024,医科入院外,16083798,23591915
33,2025,医科入院外,14451280,21023181
33,2016,歯科,3579672,6162417
33,2017,歯科,3650384,6156040
33,2018,歯科,3691936,6098531
33,2019,歯科,3796739,6150753
33,2020,歯科,3603045,5853409
33,2021,歯科,3750552,5900502
33,2022,歯科,3806686,5863442
33,2023,歯科,3906689,5907165
33,2024,歯科,3994197,5918262
33,2025,歯科,3690154,5401816
33,2016,総計,20229739,40474756
33,2017,総計,20380364,40410278
33,2018,総計,20383116,39828067
33,2019,総計,20466427,39545195
33,2020,総計,18923803,36471562
33,2021,総計,19521611,36874782
33,2022,総計,20236519,37499433
33,2023,総計,20661580,37912870
33,2024,総計,20680674,37697201
33,2025,総計,18699673,33936989
33,2016,訪問看護,33397,236804
33,2017,訪問看護,37857,272690
33,2018,訪問看護,43213,310015
33,2019,訪問看護,48237,347927
33,2020,訪問看護,53768,394779
33,2021,訪問看護,60200,431211
33,2022,訪問看護,67964,471616
33,2023,訪問看護,76284,535430
33,2024,訪問看護,84935,603297
33,2025,訪問看護,84821,633426
33,2016,調剤,8769304,11572217
33,2017,調剤,8926367,11664697
33,2018,調剤,8971628,11582138
33,2019,調剤,9107114,11629188
33,2020,調剤,8488943,10606015
33,2021,調剤,8763769,10886260
33,2022,調剤,9134072,11260981
33,2023,調剤,9537966,11754205
33,2024,調剤,9602466,11780156
33,2025,調剤,8696822,10567814
34,2016,医科入院,766017,12210368
34,2017,医科入院,766391,12195520
34,2018,医科入院,759042,12078443
34,2019,医科入院,754684,12003689
34,2020,医科入院,714738,11455833
34,2021,医科入院,711546,11290822
34,2022,医科入院,707945,11127454
34,2023,医科入院,729776,11470488
34,2024,医科入院,734813,11465013
34,2025,医科入院,662734,10271903
34,2016,医科入院外,24406022,42362754
34,2017,医科入院外,24450702,41674578
34,2018,医科入院外,24333046,40751430
34,2019,医科入院外,24374146,40267530
34,2020,医科入院外,22385613,36367378
34,2021,医科入院外,23178625,37186828
34,2022,医科入院外,24141341,38066598
34,2023,医科入院外,24667912,38340047
34,2024,医科入院外,24588079,37890006
34,2025,医科入院外,22207960,33946687
34,2016,歯科,5174340,9592910
34,2017,歯科,5298450,9606957
34,2018,歯科,5383690,9526894
34,2019,歯科,5577708,9620889
34,2020,歯科,5206790,8946169
34,2021,歯科,5477913,9075982
34,2022,歯科,5588843,9015314
34,2023,歯科,5760776,9104450
34,2024,歯科,5879373,9097851
34,2025,歯科,5459523,8302231
34,2016,総計,30413177,64618231
34,2017,総計,30590692,63969740
34,2018,総計,30557746,62900782
34,2019,総計,30796853,62491974
34,2020,総計,28408370,57461515
34,2021,総計,29484132,58359278
34,2022,総計,30569680,59132804
34,2023,総計,31307522,59981783
34,2024,総計,31370029,59672198
34,2025,総計,28503090,53799483
34,2016,訪問看護,66798,452199
34,2017,訪問看護,75149,492685
34,2018,訪問看護,81968,544015
34,2019,訪問看護,90315,599866
34,2020,訪問看護,101229,692135
34,2021,訪問看護,116048,805646
34,2022,訪問看護,131551,923438
34,2023,訪問看護,149058,1066798
34,2024,訪問看護,167764,1219328
34,2025,訪問看護,172873,1278662
34,2016,調剤,16016423,21011371
34,2017,調剤,16182575,20969682
34,2018,調剤,16256288,20783816
34,2019,調剤,16340326,20674748
34,2020,調剤,15179539,18819173
34,2021,調剤,15727150,19379832
34,2022,調剤,16487368,20135766
34,2023,調剤,17189453,20965234
34,2024,調剤,17299763,20995982
34,2025,調剤,15688546,18850197
35,2016,医科入院,454866,8177388
35,2017,医科入院,456243,8196836
35,2018,医科入院,451878,8090574
35,2019,医科入院,445396,8014002
35,2020,医科入院,418267,7594169
35,2021,医科入院,417736,7462161
35,2022,医科入院,417800,7371805
35,2023,医科入院,419520,7401345
35,2024,医科入院,419939,7336164
35,2025,医科入院,378443,6610179
35,2016,医科入院外,12616579,20792751
35,2017,医科入院外,12578426,20391429
35,2018,医科入院外,12514560,19958037
35,2019,医科入院外,12436820,19554839
35,2020,医科入院外,11576330,17838114
35,2021,医科入院外,11896796,18219212
35,2022,医科入院外,12192208,18390759
35,2023,医科入院外,12402610,18551936
35,2024,医科入院外,12370349,18371263
35,2025,医科入院外,11151964,16458489
35,2016,歯科,2332340,4462074
35,2017,歯科,2392470,4452407
35,2018,歯科,2445031,4450494
35,2019,歯科,2527918,4459667
35,2020,歯科,2421464,4227138
35,2021,歯科,2528546,4242908
35,2022,歯科,2576437,4187271
35,2023,歯科,2646206,4207482
35,2024,歯科,2701065,4206819
35,2025,歯科,2512884,3831765
35,2016,総計,15426836,33599683
35,2017,総計,15453150,33233873
35,2018,総計,15441285,32713330
35,2019,総計,15443028,32268094
35,2020,総計,14452849,29938276
35,2021,総計,14882535,30227189
35,2022,総計,15228585,30270119
35,2023,総計,15512871,30505409
35,2024,総計,15540480,30295284
35,2025,総計,14093425,27287513
35,2016,訪問看護,23051,167470
35,2017,訪問看護,26011,193201
35,2018,訪問看護,29816,214225
35,2019,訪問看護,32894,239586
35,2020,訪問看護,36788,278855
35,2021,訪問看護,39457,302908
35,2022,訪問看護,42140,320284
35,2023,訪問看護,44535,344646
35,2024,訪問看護,49127,381038
35,2025,訪問看護,50134,387080
35,2016,調剤,8386969,10799954
35,2017,調剤,8404258,10703733
35,2018,調剤,8431318,10620229
35,2019,調剤,8476915,10575967
35,2020,調剤,8021008,9811465
35,2021,調剤,8258622,10075137
35,2022,調剤,8538500,10331746
35,2023,調剤,8812540,10672427
35,2024,調剤,8882512,10724017
35,2025,調剤,8050480,9635766
36,2016,医科入院,253514,4429098
36,2017,医科入院,254632,4431857
36,2018,医科入院,252756,4376918
36,2019,医科入院,251640,4365921
36,2020,医科入院,239243,4189932
36,2021,医科入院,237735,4105371
36,2022,医科入院,234852,4026742
36,2023,医科入院,243428,4163421
36,2024,医科入院,241668,4109379
36,2025,医科入院,218506,3716455
36,2016,医科入院外,6725785,11232839
36,2017,医科入院外,6712347,11022203
36,2018,医科入院外,6665217,10778062
36,2019,医科入院外,6608614,10534563
36,2020,医科入院外,6108278,9627248
36,2021,医科入院外,6257300,9732145
36,2022,医科入院外,6440508,9907090
36,2023,医科入院外,6574872,9959336
36,2024,医科入院外,6492434,9729736
36,2025,医科入院外,5809556,8627361
36,2016,歯科,1348714,2562955
36,2017,歯科,1376513,2564588
36,2018,歯科,1397381,2563190
36,2019,歯科,1433193,2567695
36,2020,歯科,1365844,2435248
36,2021,歯科,1407731,2421643
36,2022,歯科,1440638,2416905
36,2023,歯科,1480348,2423749
36,2024,歯科,1507188,2409912
36,2025,歯科,1400014,2193765
36,2016,総計,8343466,18361201
36,2017,総計,8360471,18171348
36,2018,総計,8334826,17892146
36,2019,総計,8315540,17661759
36,2020,総計,7738467,16473254
36,2021,総計,7930111,16495745
36,2022,総計,8146099,16609546
36,2023,総計,8331425,16831432
36,2024,総計,8276425,16553574
36,2025,総計,7462814,14841486
36,2016,訪問看護,15453,136309
36,2017,訪問看護,16979,152700
36,2018,訪問看護,19472,173976
36,2019,訪問看護,22093,193580
36,2020,訪問看護,25102,220826
36,2021,訪問看護,27345,236586
36,2022,訪問看護,30101,258809
36,2023,訪問看護,32777,284926
36,2024,訪問看護,35135,304547
36,2025,訪問看護,34738,303905
36,2016,調剤,3333946,4371794
36,2017,調剤,3390562,4402926
36,2018,調剤,3406183,4374625
36,2019,調剤,3449348,4390583
36,2020,調剤,3259273,4065958
36,2021,調剤,3361343,4176677
36,2022,調剤,3502615,4316201
36,2023,調剤,3748618,4630698
36,2024,調剤,3827872,4691305
36,2025,調剤,3477511,4221527
37,2016,医科入院,274538,4353730
37,2017,医科入院,275452,4346451
37,2018,医科入院,273647,4343005
37,2019,医科入院,274025,4343375
37,2020,医科入院,253708,4068837
37,2021,医科入院,255197,4083057
37,2022,医科入院,252207,4042211
37,2023,医科入院,256828,4052183
37,2024,医科入院,258161,4031882
37,2025,医科入院,234775,3656863
37,2016,医科入院外,8615071,14910854
37,2017,医科入院外,8654881,14738039
37,2018,医科入院外,8623584,14461520
37,2019,医科入院外,8584986,14186828
37,2020,医科入院外,7907981,12868639
37,2021,医科入院外,8194864,13194306
37,2022,医科入院外,8511942,13473344
37,2023,医科入院外,8725157,13657337
37,2024,医科入院外,8691237,13443653
37,2025,医科入院外,7835948,12012290
37,2016,歯科,1754850,3240583
37,2017,歯科,1805177,3246088
37,2018,歯科,1852305,3262525
37,2019,歯科,1918330,3295554
37,2020,歯科,1805083,3077143
37,2021,歯科,1908204,3128038
37,2022,歯科,1938174,3099448
37,2023,歯科,2005463,3136317
37,2024,歯科,2043146,3122728
37,2025,歯科,1904441,2854842
37,2016,総計,10656267,22614737
37,2017,総計,10749780,22462803
37,2018,総計,10767629,22236516
37,2019,総計,10799224,22032991
37,2020,総計,9991914,20251276
37,2021,総計,10387919,20682830
37,2022,総計,10737294,20937578
37,2023,総計,11027243,21217744
37,2024,総計,11036868,21015572
37,2025,総計,10020640,18949999
37,2016,訪問看護,11808,109570
37,2017,訪問看護,14270,132225
37,2018,訪問看護,18093,169466
37,2019,訪問看護,21883,207234
37,2020,訪問看護,25142,236657
37,2021,訪問看護,29654,277429
37,2022,訪問看護,34971,322575
37,2023,訪問看護,39795,371907
37,2024,訪問看護,44324,417309
37,2025,訪問看護,45476,426004
37,2016,調剤,5130319,6710981
37,2017,調剤,5220879,6768474
37,2018,調剤,5248661,6742790
37,2019,調剤,5279002,6718159
37,2020,調剤,4938251,6160886
37,2021,調剤,5125089,6373558
37,2022,調剤,5371787,6614965
37,2023,調剤,5620738,6910295
37,2024,調剤,5665691,6923196
37,2025,調剤,5109782,6182316
38,2016,医科入院,415368,6660817
38,2017,医科入院,414065,6629468
38,2018,医科入院,410491,6541858
38,2019,医科入院,405759,6447110
38,2020,医科入院,372443,6026392
38,2021,医科入院,375552,5952251
38,2022,医科入院,368120,5784582
38,2023,医科入院,373751,5777757
38,2024,医科入院,372798,5700084
38,2025,医科入院,337846,5150739
38,2016,医科入院外,12034633,20297284
38,2017,医科入院外,12026871,19932805
38,2018,医科入院外,11986383,19599282
38,2019,医科入院外,11937772,19274647
38,2020,医科入院外,11013348,17447692
38,2021,医科入院外,11266194,17634018
38,2022,医科入院外,11620968,17840839
38,2023,医科入院外,11928066,18185056
38,2024,医科入院外,11875744,17946674
38,2025,医科入院外,10682983,16023212
38,2016,歯科,2374845,4405429
38,2017,歯科,2422012,4381448
38,2018,歯科,2466534,4370929
38,2019,歯科,2536744,4381534
38,2020,歯科,2411100,4137467
38,2021,歯科,2514169,4170593
38,2022,歯科,2543340,4100242
38,2023,歯科,2605524,4110124
38,2024,歯科,2642739,4073239
38,2025,歯科,2458825,3719400
38,2016,総計,14863247,31631070
38,2017,総計,14904459,31235209
38,2018,総計,14906853,30824175
38,2019,総計,14928080,30452547
38,2020,総計,13849733,28010449
38,2021,総計,14215673,28215472
38,2022,総計,14598881,28235326
38,2023,総計,14981496,28654371
38,2024,総計,14974348,28373510
38,2025,総計,13563840,25556176
38,2016,訪問看護,38401,267540
38,2017,訪問看護,41511,291488
38,2018,訪問看護,43445,312106
38,2019,訪問看護,47805,349256
38,2020,訪問看護,52842,398898
38,2021,訪問看護,59758,458610
38,2022,訪問看護,66453,509663
38,2023,訪問看護,74155,581434
38,2024,訪問看護,83067,653513
38,2025,訪問看護,84186,662825
38,2016,調剤,6194416,7976558
38,2017,調剤,6362283,8108558
38,2018,調剤,6485287,8195990
38,2019,調剤,6558892,8227076
38,2020,調剤,6156418,7557315
38,2021,調剤,6426686,7855383
38,2022,調剤,6756873,8173995
38,2023,調剤,7135715,8685414
38,2024,調剤,7167219,8695335
38,2025,調剤,6562710,7883307
39,2016,医科入院,285234,5182611
39,2017,医科入院,287010,5206195
39,2018,医科入院,285181,5179020
39,2019,医科入院,281991,5103515
39,2020,医科入院,269404,4907048
39,2021,医科入院,268179,4813021
39,2022,医科入院,261273,4655356
39,2023,医科入院,266157,4745891
39,2024,医科入院,265541,4714628
39,2025,医科入院,242350,4311581
39,2016,医科入院外,6109377,9925662
39,2017,医科入院外,6072399,9714528
39,2018,医科入院外,6023608,9484990
39,2019,医科入院外,5926102,9196847
39,2020,医科入院外,5465767,8369270
39,2021,医科入院外,5600491,8492793
39,2022,医科入院外,5702711,8519265
39,2023,医科入院外,5774672,8553659
39,2024,医科入院外,5691752,8372905
39,2025,医科入院外,5106087,7481524
39,2016,歯科,1152443,2170653
39,2017,歯科,1171756,2150546
39,2018,歯科,1191004,2132824
39,2019,歯科,1220337,2132149
39,2020,歯科,1134217,1966770
39,2021,歯科,1184380,1980254
39,2022,歯科,1193331,1942496
39,2023,歯科,1233974,1952473
39,2024,歯科,1248930,1917512
39,2025,歯科,1159950,1742925
39,2016,総計,7562997,17384252
39,2017,総計,7548711,17193468
39,2018,総計,7519756,16938664
39,2019,総計,7451121,16587526
39,2020,総計,6895120,15421641
39,2021,総計,7081165,15484287
39,2022,総計,7188367,15344504
39,2023,総計,7309041,15505568
39,2024,総計,7243896,15289187
39,2025,総計,6545894,13825909
39,2016,訪問看護,15943,105326
39,2017,訪問看護,17546,122199
39,2018,訪問看護,19963,141830
39,2019,訪問看護,22691,155015
39,2020,訪問看護,25732,178553
39,2021,訪問看護,28115,198219
39,2022,訪問看護,31052,227387
39,2023,訪問看護,34238,253545
39,2024,訪問看護,37673,284142
39,2025,訪問看護,37507,289879
39,2016,調剤,3783155,4757140
39,2017,調剤,3812639,4747977
39,2018,調剤,3813030,4700423
39,2019,調剤,3781261,4628812
39,2020,調剤,3537310,4252775
39,2021,調剤,3622155,4332696
39,2022,調剤,3692325,4379273
39,2023,調剤,3799184,4500219
39,2024,調剤,3771536,4456513
39,2025,調剤,3389066,3979367
40,2016,医科入院,1603282,26848832
40,2017,医科入院,1614607,26971668
40,2018,医科入院,1613496,26823133
40,2019,医科入院,1609393,26799998
40,2020,医科入院,1533113,25449799
40,2021,医科入院,1526130,25272312
40,2022,医科入院,1521602,25007678
40,2023,医科入院,1561880,25517984
40,2024,医科入院,1569091,25346554
40,2025,医科入院,1435935,23019015
40,2016,医科入院外,43407330,74730762
40,2017,医科入院外,43723987,74055519
40,2018,医科入院外,44076444,73377562
40,2019,医科入院外,44131127,72446046
40,2020,医科入院外,40373641,64591454
40,2021,医科入院外,42691572,67954747
40,2022,医科入院外,44953521,70286174
40,2023,医科入院外,46210345,71375479
40,2024,医科入院外,46441868,71141951
40,2025,医科入院外,42163279,64213688
40,2016,歯科,9371016,19473156
40,2017,歯科,9648312,19522631
40,2018,歯科,9935325,19552723
40,2019,歯科,10259936,19621892
40,2020,歯科,9411528,17861064
40,2021,歯科,10259463,18661362
40,2022,歯科,10555578,18503520
40,2023,歯科,10940717,18693577
40,2024,歯科,11241412,18651660
40,2025,歯科,10527965,17143736
40,2016,総計,54508695,122019830
40,2017,総計,55132871,121672347
40,2018,総計,55797480,121079090
40,2019,総計,56198497,120412935
40,2020,総計,51540849,109674179
40,2021,総計,54733001,113976780
40,2022,総計,57322857,116194713
40,2023,総計,59045931,118408382
40,2024,総計,59632390,118441445
40,2025,総計,54521289,107871065
40,2016,訪問看護,127067,967080
40,2017,訪問看護,145965,1122529
40,2018,訪問看護,172215,1325672
40,2019,訪問看護,198041,1544999
40,2020,訪問看護,222567,1771862
40,2021,訪問看護,255836,2088359
40,2022,訪問看護,292156,2397341
40,2023,訪問看護,332989,2821342
40,2024,訪問看護,380019,3301280
40,2025,訪問看護,394110,3494626
40,2016,調剤,29431930,39057806
40,2017,調剤,29820571,39072513
40,2018,調剤,30277331,39205045
40,2019,調剤,30522072,39144477
40,2020,調剤,28325587,35399387
40,2021,調剤,29961940,37303378
40,2022,調剤,31831830,39262125
40,2023,調剤,33354506,41113087
40,2024,調剤,33757538,41405986
40,2025,調剤,30732264,37289575
41,2016,医科入院,275499,4886875
41,2017,医科入院,275568,4875488
41,2018,医科入院,273961,4821308
41,2019,医科入院,269786,4749096
41,2020,医科入院,257252,4577201
41,2021,医科入院,257856,4505568
41,2022,医科入院,263342,4531054
41,2023,医科入院,265983,4558129
41,2024,医科入院,266549,4570312
41,2025,医科入院,242391,4171544
41,2016,医科入院外,7247149,13040740
41,2017,医科入院外,7285557,12855292
41,2018,医科入院外,7310270,12671225
41,2019,医科入院外,7312200,12495646
41,2020,医科入院外,6850399,11444566
41,2021,医科入院外,7087621,11659974
41,2022,医科入院外,7405417,11901878
41,2023,医科入院外,7548121,12018083
41,2024,医科入院外,7520233,11890622
41,2025,医科入院外,6765048,10589390
41,2016,歯科,1425182,2814595
41,2017,歯科,1466352,2815484
41,2018,歯科,1500218,2803259
41,2019,歯科,1550528,2827191
41,2020,歯科,1488503,2693390
41,2021,歯科,1561818,2727277
41,2022,歯科,1564565,2644191
41,2023,歯科,1611257,2645863
41,2024,歯科,1643516,2621960
41,2025,歯科,1534723,2392872
41,2016,総計,8964443,20868163
41,2017,総計,9048828,20694249
41,2018,総計,9107202,20456365
41,2019,総計,9157167,20247683
41,2020,総計,8626378,18923948
41,2021,総計,8941721,19134187
41,2022,総計,9271138,19342068
41,2023,総計,9466276,19518990
41,2024,総計,9474721,19409362
41,2025,総計,8587060,17490542
41,2016,訪問看護,16613,125953
41,2017,訪問看護,21351,147985
41,2018,訪問看護,22753,160573
41,2019,訪問看護,24653,175750
41,2020,訪問看護,30224,208791
41,2021,訪問看護,34426,241368
41,2022,訪問看護,37814,264945
41,2023,訪問看護,40915,296915
41,2024,訪問看護,44423,326468
41,2025,訪問看護,44898,336736
41,2016,調剤,5387327,7264053
41,2017,調剤,5431035,7214291
41,2018,調剤,5469541,7175078
41,2019,調剤,5470035,7103344
41,2020,調剤,5134017,6521632
41,2021,調剤,5274335,6634796
41,2022,調剤,5508928,6854497
41,2023,調剤,5687444,7077956
41,2024,調剤,5714097,7079764
41,2025,調剤,5202359,6374263
42,2016,医科入院,501260,8638207
42,2017,医科入院,502710,8626724
42,2018,医科入院,496045,8474039
42,2019,医科入院,488290,8357979
42,2020,医科入院,462524,7953911
42,2021,医科入院,453492,7815708
42,2022,医科入院,445155,7598904
42,2023,医科入院,453046,7721817
42,2024,医科入院,451577,7620211
42,2025,医科入院,409935,6877825
42,2016,医科入院外,12309602,21067455
42,2017,医科入院外,12244487,20572894
42,2018,医科入院外,12157747,20097149
42,2019,医科入院外,12079166,19668687
42,2020,医科入院外,11193975,17778190
42,2021,医科入院外,11422527,17944936
42,2022,医科入院外,11771668,18158292
42,2023,医科入院外,11974009,18250307
42,2024,医科入院外,11868189,17908131
42,2025,医科入院外,10679469,15979708
42,2016,歯科,2490306,4547148
42,2017,歯科,2547344,4528953
42,2018,歯科,2596617,4508250
42,2019,歯科,2657173,4498397
42,2020,歯科,2510408,4222002
42,2021,歯科,2598866,4233843
42,2022,歯科,2611469,4129407
42,2023,歯科,2659990,4118016
42,2024,歯科,2699008,4097506
42,2025,歯科,2499055,3738863
42,2016,総計,15325896,34412950
42,2017,総計,15323373,33913972
42,2018,総計,15281026,33281092
42,2019,総計,15257205,32745143
42,2020,総計,14202601,30201207
42,2021,総計,14514860,30278452
42,2022,総計,14873381,30213039
42,2023,総計,15136978,30457161
42,2024,総計,15073212,30025005
42,2025,総計,13641533,26994778
42,2016,訪問看護,24728,160140
42,2017,訪問看護,28832,185401
42,2018,訪問看護,30617,201654
42,2019,訪問看護,32576,220080
42,2020,訪問看護,35694,247104
42,2021,訪問看護,39975,283965
42,2022,訪問看護,45089,326436
42,2023,訪問看護,49933,367021
42,2024,訪問看護,54438,399157
42,2025,訪問看護,53074,398382
42,2016,調剤,8137226,10536917
42,2017,調剤,8182147,10459748
42,2018,調剤,8188047,10341626
42,2019,調剤,8244989,10327976
42,2020,調剤,7803737,9578926
42,2021,調剤,8007958,9772279
42,2022,調剤,8282561,10002294
42,2023,調剤,8553507,10297001
42,2024,調剤,8508981,10189657
42,2025,調剤,7673955,9109118
43,2016,医科入院,626989,10949806
43,2017,医科入院,626111,10903429
43,2018,医科入院,619747,10729832
43,2019,医科入院,612457,10630398
43,2020,医科入院,583512,10215291
43,2021,医科入院,580769,10031365
43,2022,医科入院,573197,9833474
43,2023,医科入院,584302,9980309
43,2024,医科入院,588048,9938502
43,2025,医科入院,533651,8983452
43,2016,医科入院外,15822962,26170725
43,2017,医科入院外,16037315,26131778
43,2018,医科入院外,15919822,25523918
43,2019,医科入院外,15850205,25027181
43,2020,医科入院外,14586156,22484426
43,2021,医科入院外,15072200,22971410
43,2022,医科入院外,15745911,23652301
43,2023,医科入院外,16064836,23851204
43,2024,医科入院外,15972283,23535086
43,2025,医科入院外,14397807,21107643
43,2016,歯科,2836066,5659719
43,2017,歯科,3006677,5767799
43,2018,歯科,3037171,5665113
43,2019,歯科,3138890,5681084
43,2020,歯科,3012022,5387041
43,2021,歯科,3214671,5488598
43,2022,歯科,3271505,5392216
43,2023,歯科,3402069,5456987
43,2024,歯科,3484292,5444766
43,2025,歯科,3261120,4974654
43,2016,総計,19316171,43000777
43,2017,総計,19705720,43070071
43,2018,総計,19616770,42219129
43,2019,総計,19648322,41686222
43,2020,総計,18235960,38502791
43,2021,総計,18930737,38974460
43,2022,総計,19662999,39447724
43,2023,総計,20136803,39988034
43,2024,総計,20144335,39752324
43,2025,総計,18297942,35960587
43,2016,訪問看護,30154,220527
43,2017,訪問看護,35617,267065
43,2018,訪問看護,40030,300266
43,2019,訪問看護,46770,347559
43,2020,訪問看護,54270,416033
43,2021,訪問看護,63097,483087
43,2022,訪問看護,72386,569733
43,2023,訪問看護,85596,699534
43,2024,訪問看護,99712,833970
43,2025,訪問看護,105364,894838
43,2016,調剤,9521609,12382918
43,2017,調剤,9681363,12419765
43,2018,調剤,9659426,12240384
43,2019,調剤,9705339,12182985
43,2020,調剤,9108511,11164227
43,2021,調剤,9427807,11483060
43,2022,調剤,9996015,12070328
43,2023,調剤,10422273,12580845
43,2024,調剤,10541557,12671404
43,2025,調剤,9594553,11428606
44,2016,医科入院,415589,6751934
44,2017,医科入院,415295,6745688
44,2018,医科入院,415177,6705309
44,2019,医科入院,413896,6668248
44,2020,医科入院,394341,6341095
44,2021,医科入院,395857,6251189
44,2022,医科入院,389097,6068699
44,2023,医科入院,394987,6175412
44,2024,医科入院,400523,6201557
44,2025,医科入院,364444,5600396
44,2016,医科入院外,9932977,16157935
44,2017,医科入院外,9916919,15920344
44,2018,医科入院外,9890460,15721859
44,2019,医科入院外,9848425,15466725
44,2020,医科入院外,9096347,14066257
44,2021,医科入院外,9416797,14431862
44,2022,医科入院外,9790739,14730761
44,2023,医科入院外,10013949,14930931
44,2024,医科入院外,9968719,14743765
44,2025,医科入院外,8995902,13207922
44,2016,歯科,1577862,3254275
44,2017,歯科,1610693,3251855
44,2018,歯科,1654869,3269878
44,2019,歯科,1711241,3277776
44,2020,歯科,1615984,3047548
44,2021,歯科,1682815,3053661
44,2022,歯科,1722547,3020783
44,2023,歯科,1770597,3003619
44,2024,歯科,1808062,2961560
44,2025,歯科,1689345,2709596
44,2016,総計,11948306,26335870
44,2017,総計,11968743,26120262
44,2018,総計,11989903,25930226
44,2019,総計,12006368,25673545
44,2020,総計,11142672,23745168
44,2021,総計,11537369,24065788
44,2022,総計,11950882,24195607
44,2023,総計,12233178,24533080
44,2024,総計,12237098,24390752
44,2025,総計,11110093,22020997
44,2016,訪問看護,21878,171726
44,2017,訪問看護,25836,202375
44,2018,訪問看護,29397,233180
44,2019,訪問看護,32806,260796
44,2020,訪問看護,36000,290268
44,2021,訪問看護,41900,329076
44,2022,訪問看護,48499,375364
44,2023,訪問看護,53645,423118
44,2024,訪問看護,59794,483870
44,2025,訪問看護,60402,503083
44,2016,調剤,6377689,8169588
44,2017,調剤,6449151,8174286
44,2018,調剤,6513791,8192595
44,2019,調剤,6560274,8202843
44,2020,調剤,6112630,7484473
44,2021,調剤,6337308,7730402
44,2022,調剤,6634526,8020557
44,2023,調剤,6924364,8375068
44,2024,調剤,6988907,8411969
44,2025,調剤,6364480,7597094
45,2016,医科入院,347899,5857373
45,2017,医科入院,348124,5807067
