med_type,pref_code,med_code,name,address,phone,opener,manager,depts,beds,designated_date,source
病院,41,0111103,神野病院,佐賀市神園３丁目１８番４５号,0952-31-1441,医療法人　杏仁会　理事長　石丸　正吾,石丸　正吾,精神　精　内,179,昭32. 11. 1,kyushu/000491319.zip
病院,41,0111392,諸隈病院,佐賀市水ケ江２丁目６番２２号,0952-22-5500,医療法人　諸隈病院　理事長　諸隈　強,諸隈　強,一般　一般　内　呼　消　循　リハ,60,昭32. 11. 1,kyushu/000491319.zip
病院,41,0111764,佐賀整肢学園　こども発達医療センター,佐賀市金立町大字金立２２１５番地２７,0952-98-2211,社会福祉法人　佐賀整肢学園　理事長　中尾清一郎,窪田　秀明,一般　整外　小　リハ　歯　児童精神科　小外,199,昭35. 11. 1,kyushu/000491319.zip
病院,41,0113067,医療法人　聖医会　藤川病院,佐賀市松原一丁目２番６号,0952-29-0311,医療法人　聖医会　理事長　藤川　謙二,藤川　謙二,一般　整外　内　脳外　リハ　リウ　麻,,昭47. 7. 1,kyushu/000491319.zip
診療所,41,0113562,陣内胃腸科内科医院,佐賀市新栄西２丁目１番２号,0952-29-2226,陣内　重信,陣内　重信,内科　循環器内科　胃腸内科　麻　リハ　呼内　放,,昭53. 9. 1,kyushu/000491319.zip
診療所,41,0113885,杉原医院,佐賀市鍋島町大字八戸溝１６２９番地１,0952-31-5005,杉原　茂樹,杉原　茂樹,一般　外　消,,昭57. 1. 1,kyushu/000491319.zip
診療所,41,0114016,木村医院,佐賀市久保泉町大字下和泉１９３１番地,0952-98-1234,石井　雄二,石井　雄二,内　外　呼　整外　胃,,昭58. 12. 1,kyushu/000491319.zip
診療所,41,0114289,医療法人社団　恵風会　西村医院,佐賀市兵庫町大字瓦町９７１番地,0952-25-0147,医療法人社団　恵風会　西村医院　理事長　西村　一宣,西村　靖子,内　外　神内,,昭63. 1. 1,kyushu/000491319.zip
病院,41,0114297,清友病院,佐賀市久保泉町大字川久保５４５７番地,0952-98-3355,医療法人　清友会　理事長　野口　清,橋本　和人,精神　精　神内　リハ　脳外,100,昭63. 1. 1,kyushu/000491319.zip
診療所,41,0114438,医療法人　信愛整形外科医院,佐賀市川原町４番８号,0952-22-1001,医療法人　信愛整形外科医院　理事長　森永　秀和,森永　秀和,一般　整外　リハ　リウ,,平元. 8. 1,kyushu/000491319.zip
診療所,41,0114446,ながえ内科クリニック,佐賀市開成１丁目４番２号,0952-30-2211,医療法人ながえ内科クリニック　理事長　永江　欣司,永江　欣司,内　呼　循　小　リハ　胃,,平元. 8. 1,kyushu/000491319.zip
