med_type,pref_code,med_code,name,address,phone,opener,manager,depts,beds,designated_date,source
病院,37,0111075,一般財団法人　大西精神衛生研究所　附属大西病院,高松市上天神町３３６番地,087-865-3330,一般財団法人　大西精神衛生研究所　附属大西病院　理事長　吉田　穗束,吉田　穗束,精神　精,374,昭32. 5. 1,shikoku/000491917.zip
病院,37,0112511,医療法人　和光会　前田病院,高松市東ハゼ町８２４番地,087-865-7111,医療法人　和光会　理事長　前田　雅彦,前田　雅彦,一般　療養　こう門外科　こう門内科　整外　内　麻　リハ　外　消化器外科　消化器内科　ペインクリニック内科,,昭42. 1. 1,shikoku/000491917.zip
診療所,37,0113295,大内クリニック　内科・脳神経内科・眼科,高松市高松町２５０７番地４,087-843-1662,大内　晰,大内　晰,消化器内科　脳神経内科　内　眼,,昭48. 5. 1,shikoku/000491917.zip
診療所,37,0113568,安西内科医院,高松市元山町１２３１番地１３,087-866-4170,安西　芳朗,安西　芳朗,一般　療養　内　消化器内科　循環器内科　呼内　放,,昭50. 4. 1,shikoku/000491917.zip
診療所,37,0113915,松田胃腸科外科医院,高松市高松町３００４番地２,087-843-3377,松田　滋明,松田　滋明,内　胃　外　リハ,,昭52. 6. 1,shikoku/000491917.zip
診療所,37,0113956,原胃腸科医院,高松市常磐町一丁目４番地丸新ビル６階,087-861-4433,原　敬,原　敬,内　胃,,昭53. 5. 1,shikoku/000491917.zip
診療所,37,0114574,岩部医院,高松市松福町二丁目１０番１０号,087-821-6203,岩部　道孝,岩部　道孝,内　小　呼,,昭58. 4. 1,shikoku/000491917.zip
病院,37,0114731,高松平和病院,高松市栗林町一丁目４番１号,087-833-8113,香川医療生活協同組合　理事長　北原　孝夫,原田　真吾,一般　内　循　呼　消　整外　リハ　リウ　小　アレ　病理　乳腺外科　緩和ケア内科　救急科,123,昭59. 10. 1,shikoku/000491917.zip
病院,37,0114756,医療法人社団　新進会　おさか脳神経外科病院,高松市三名町３７８番地１,087-886-3300,医療法人社団　新進会　理事長　苧坂　直博,苧坂　直博,一般　脳外　脳内　外　整外　内　麻　リハ　放　循環器内科,,昭59. 10. 1,shikoku/000491917.zip
病院,37,0114764,医療法人社団　百石病院,高松市屋島西町１９３７番地１,087-843-6121,医療法人社団　百石病院　理事長　島﨑　安雄,香西　由美子,一般　外　内　脳外　整外　小外　リハ　麻　ひ　胃腸外科　循環器内科　肛門外科,,昭59. 11. 1,shikoku/000491917.zip
診療所,37,0114863,四宮医院,高松市西植田町１５４０番地,087-849-0201,四宮　陽一,四宮　陽一,一般　一般　療養　療養　内　小　脳外　放,19,昭60. 9. 18,shikoku/000491917.zip
診療所,37,0115118,川原耳鼻咽喉科医院,高松市瓦町二丁目７番２０号,087-834-4731,川原　孝文,川原　孝文,耳い　気食,,昭62. 10. 13,shikoku/000491917.zip
診療所,37,0115209,野口内科医院,高松市前田東町１２１３番地２,087-847-6555,野口　章男,野口　章男,内　消化器内科,,昭63. 10. 31,shikoku/000491917.zip
診療所,37,0115233,吉田内科医院,高松市林町１９７１番地１０,087-867-0777,吉田　恭典,吉田　恭典,内　胃　循,,平元. 2. 3,shikoku/000491917.zip
診療所,37,0115266,寺井山内医院,高松市寺井町１０５３番地１８,087-886-7888,山内　康彦,山内　康彦,一般　内　アレ　消化器内科　循環器内科　糖尿病内科,,平元. 8. 1,shikoku/000491917.zip
診療所,37,0115365,医療法人社団　大塚整形外科医院,高松市中央町１番２８号　（及び　１番２４号）,087-834-7611,医療法人社団　大塚整形外科医院　理事長　大塚　和俊,大塚　和俊,一般　療養　介護　整外　リウ　リハ,,平2. 2. 1,shikoku/000491917.zip
診療所,37,0115373,医療法人社団　海部医院,高松市高松町２３６５番地,087-843-3666,医療法人社団　海部医院　理事長　海部　久美子,海部　久美子,一般　内　ひ　皮　循,,平2. 2. 1,shikoku/000491917.zip
診療所,37,0115381,矢野皮膚科クリニック,高松市飯田町１７番地５,087-881-5885,矢野　充範,矢野　充範,皮　美外　アレ　ひ　美容皮膚科,,平2. 3. 12,shikoku/000491917.zip
診療所,37,0115415,医療法人社団　福田眼科医院,高松市仏生山町甲３４４番地３,087-889-5633,医療法人社団　福田眼科医院　理事長　福田　紹平,福田　紹平,眼,,平2. 7. 1,shikoku/000491917.zip
診療所,37,0115431,医療法人社団　良済会　西春日小児科医院,高松市松並町５５９番地３,087-867-7070,医療法人社団　良済会　理事長　神内　仁,神内　仁,一般　一般　小　小児精神科,,平2. 7. 1,shikoku/000491917.zip
診療所,37,0115456,医療法人社団　マツオカ医院,高松市一宮町１４３番５号,087-888-2222,医療法人社団　マツオカ医院　理事長　松岡　信夫,松岡　信夫,内　皮　糖尿病内科,,平3. 2. 1,shikoku/000491917.zip
診療所,37,0115480,稲井皮膚科クリニック,高松市円座町１２９番地７,087-885-3356,稲井　優,稲井　優,皮,,平3. 4. 17,shikoku/000491917.zip
診療所,37,0115498,医療法人社団　おだ整形外科医院,高松市花の宮町二丁目１２番１号,087-866-7166,医療法人社団　おだ整形外科医院　理事長　織田　靜信,織田　靜信,整外　外　リウ,,平3. 5. 1,shikoku/000491917.zip
診療所,37,0115555,田渕医院,高松市扇町一丁目２５番２５号,087-821-3091,田渕　保己,田渕　保己,内　外　婦,,平3. 11. 1,shikoku/000491917.zip
診療所,37,0115571,医療法人社団わき外科・内科クリニック,高松市仏生山町甲４６０番地８,087-888-5123,医療法人社団わき外科クリニック　理事長　脇　正志,脇　正志,一般　外　内　呼内　皮　ひ　肛門外科　胃腸内科　消化器内科,,平4. 1. 1,shikoku/000491917.zip
診療所,37,0115647,医療法人社団育林会　谷本医院,高松市林町１２８１番地,087-867-1861,医療法人社団　育林会　谷本医院　理事長　谷本　雅人,谷本　雅人,内　小,,平4. 5. 1,shikoku/000491917.zip
診療所,37,0115753,医療法人社団　翼医院,高松市茜町１６番１２号,087-837-5800,医療法人社団　翼医院　理事長　小川　翼,小川　翼,内　消化器内科　循環器内科　肝臓内科,,平4. 9. 1,shikoku/000491917.zip
診療所,37,0115795,和田内科循環器科医院,高松市鶴市町２０３９番地２,087-881-7575,和田　茂,和田　茂,内　循,,平4. 11. 20,shikoku/000491917.zip
診療所,37,0115803,医療法人福生会　多田羅内科クリニック,高松市番町三丁目３番１号,087-861-3730,医療法人福生会　理事長　多田羅　治,多田羅　治,一般　内　呼　循　消　肝臓内科　外,,平4. 12. 1,shikoku/000491917.zip
診療所,37,0115811,医療法人社団高杉会　そがべ整形外科,高松市一宮町１１２５番地,087-886-2323,医療法人社団　高杉会　理事長　曽我部　昇,曽我部　昇,整外　内　リハ　外　麻,,平5. 2. 1,shikoku/000491917.zip
診療所,37,0115829,医療法人社団　しらかわ小児科医院,高松市一宮町９７番地７,087-889-2107,医療法人社団　しらかわ小児科医院　理事長　白川　佳代子,和唐　彰子,小,,平5. 2. 1,shikoku/000491917.zip
