med_type,pref_code,med_code,name,address,phone,opener,manager,depts,beds,designated_date,source
病院,03,0110309,遠山病院,盛岡市下ノ橋町６番１４号,019-651-2111,医療法人遠山病院　理事長　千葉　知,千葉　知,一般　一般　内　呼内　循環器内科　外　整外　胃腸外科　皮　婦　糖尿病内科,60,昭32. 8. 1,ika
病院,03,0110457,一般財団法人岩手済生医会　三田記念病院,盛岡市加賀野三丁目１４番１号,019-624-3251,一般財団法人岩手済生医会　理事長　三田　ひろみ,高橋　進,一般　一般　精神　精神　精　内　老年内科　呼内　リハ,199,昭32. 10. 28,ika
病院,03,0111240,盛岡さんさ病院,盛岡市館向町４番８号,019-624-2250,医療法人さんさ　理事長　髙松　正之,髙松　正之,一般　一般　療養　療養　内　脳内　外　整外　麻　リハ　循環器内科,95,昭43. 7. 15,ika
診療所,03,0112339,菅野小児科医院,盛岡市山岸二丁目１１番３６号,019-622-4448,菅野　恒治,菅野　恒治,小,,昭53. 1. 1,ika
病院,03,0112537,内丸病院,盛岡市本町通一丁目１２番７号,019-654-5331,医療法人　青樹会　理事長　田中　由紀子,宮川　朋久,一般　一般　療養　療養　内　外　整外　リハ　消化器内科　循環器内科　肛門外科　乳腺外科,90,昭55. 3. 15,ika
診療所,03,0112545,前川内科クリニック,盛岡市新田町９番１１号,019-624-3313,前川　滋,前川　滋,内　呼　胃　循,,昭55. 4. 1,ika
病院,03,0112552,荻野病院,盛岡市本宮一丁目６番１２号,019-636-0317,医療法人　謙和会　理事長　荻野　忠良,荻野　義信,一般　一般　内　リハ　循環器内科,58,昭55. 4. 1,ika
診療所,03,0112560,いするぎ医院,盛岡市大通三丁目３番２２号,019-654-1411,医療法人　芝蘭会　理事長　岩動　一将,岩動　一将,ひ　皮,,昭55. 4. 1,ika
診療所,03,0112826,坂医院,盛岡市長田町１０番３２号,019-622-6016,坂　宇一,坂　宇一,ひ　内　外,,昭57. 8. 1,ika
病院,03,0112875,盛岡つなぎ温泉病院,盛岡市繋字尾入野６４番地９,019-689-2101,特定医療法人盛岡つなぎ温泉病院　理事長　小西　一樹,関　博文,一般　一般　結核　療養　療養　内　神内　呼　外　整外　リハ　アレ　循　脳外,168,昭57. 11. 1,ika
診療所,03,0113188,恵皮膚科クリニック,盛岡市盛岡駅前通１５番１６号ＳＳビル３Ｆ,019-624-6200,佐藤　恵,佐藤　恵,皮,,昭60. 2. 1,ika
診療所,03,0113204,堀皮膚科クリニック,盛岡市名須川町１９番２４号,019-651-8229,堀　恵二,堀　恵二,皮,,昭60. 4. 22,ika
病院,03,0113311,岩手県立中央病院,盛岡市上田一丁目４番１号,019-653-1151,岩手県　代表者　県立病院等事業管理者　医療局長　吉田　陽悦,臼田　昌広,一般　一般　内　脳神経内科　内分泌糖尿病内科　精　呼内　小　外　整外　脳外　呼外　心外　小外　皮　ひ　産婦　眼　耳い　リハ　放　麻　歯外　病理　形外　循環器内科　消化器内科　消化器外科　血液内科　乳腺内分泌外科　腎臓リウマチ科,685,昭62. 3. 1,shika
診療所,03,0113329,栃内内科医院,盛岡市神明町１０番３５号,019-624-5277,栃内　秀貴,栃内　秀貴,胃　内,,昭62. 2. 13,ika
診療所,03,0113527,志和眼科,盛岡市上田一丁目６番４号,019-654-4511,医療法人　正和会　理事長　木村　桂,木村　桂,眼,,平元. 7. 1,ika
診療所,03,0113592,双木整形外科医院,盛岡市月が丘二丁目５番２３号,019-646-3855,医療法人なみき　理事長　双木　慎,双木　慎,整外　外　リハ,,平2. 3. 1,ika
診療所,03,0113642,えんどう耳鼻咽喉科クリニック,盛岡市青山三丁目６番３号,019-646-5557,医療法人えんどう耳鼻咽喉科クリニック　理事長　遠藤　芳彦,遠藤　芳彦,耳い,,平2. 8. 1,ika
診療所,03,0113667,もりた整形外科,盛岡市山岸一丁目３番８号,019-652-5858,医療法人モリタ　理事長　盛田　哲郎,盛田　哲郎,整外　外　リハ,,平2. 9. 1,ika
診療所,03,0113717,三船内科,盛岡市天昌寺町９番１０号,019-646-2310,医療法人三船内科　理事長　三舩　俊英,三舩　俊英,内　循環器内科,,平3. 1. 1,ika
診療所,03,0113733,川村内科医院,盛岡市志家町４番４号,019-651-6677,川村　光郎,川村　光郎,内　循　呼,,平3. 4. 17,ika
診療所,03,0113774,白沢整形外科医院,盛岡市月が丘三丁目４０番２８号,019-645-3666,白澤　榮嗣,白澤　榮嗣,整外　リウ　リハ　外,,平3. 9. 1,ika
診療所,03,0113832,臼井循環器呼吸器内科,盛岡市松園二丁目２番１０号,019-662-9845,医療法人禄三堂　理事長　臼井　康雄,臼井　雄太,内　呼内　小　循環器内科,,平3. 11. 1,ika
診療所,03,0113865,澤田内科医院,盛岡市上田一丁目６番１１号,019-654-1007,医療法人　純研会　理事長　水谷　久太,水谷　久太,内,,平3. 12. 1,ika
病院,03,0113931,都南病院,盛岡市東見前６地割４０番地１,019-638-7311,医療法人仁医会（財団）　理事長　鹿野　亮一郎,橋本　誠紀,精神　精神　精　内,248,昭39. 10. 10,ika
病院,03,0113964,未来の風せいわ病院,盛岡市手代森９地割７０番地１,019-696-2055,社会医療法人智徳会　理事長　智田　文徳,智田　文徳,精神　精神　精　内,267,昭48. 5. 23,ika
病院,03,0113998,川久保病院,盛岡市津志田２６地割３０番地１,019-635-1305,盛岡医療生活協同組合　理事長　田村　茂,浮田　昭彦,一般　一般　療養　療養　内　小　整外　眼　リハ　脳内　精　歯　小歯　歯外,120,昭48. 7. 1,shika
病院,03,0114038,盛岡南病院,盛岡市津志田１３地割１８番地４,019-638-2020,医療法人社団愛和会　理事長　田中　英治,田中　英治,療養　療養　内　外　整外　リハ,164,昭55. 2. 1,ika
診療所,03,0114046,公益財団法人岩手県予防医学協会付属診療所,盛岡市永井１４地割４２番地,019-638-7185,公益財団法人岩手県予防医学協会　会長　本間　博,田巻　健治,内　呼　消　循　脳外　ひ　婦　外　臨床検査科,,昭55. 10. 1,ika
病院,03,0114079,盛岡友愛病院,盛岡市永井１２地割１０番地,019-638-2222,医療法人友愛会　理事長　佐々木　達哉,中島　隆之,一般　一般　内　脳内　呼内　小　外　整外　形外　呼外　心外　皮　ひ　眼　耳　リハ　放　麻　心内　リウ　アレ　歯　矯歯　小歯　婦　乳腺外科　肛門外科　消化器外科　緩和ケア外科　消化器内科　循環器内科　肝臓内科,360,昭57. 8. 1,shika
病院,03,0114137,盛岡赤十字病院,盛岡市三本柳６地割１番地１,019-637-3111,日本赤十字社　社長　清家　篤,藤原　純,一般　一般　内　呼内　小　外　小外　整外　脳外　皮　ひ　産婦　眼　耳い　放　脳内　リハ　麻　精　病理　緩和ケア外科　消化器内科　循環器内科　血液内科　糖尿病・代謝内科　消化器外科,354,平元. 5. 1,ika
診療所,03,0114145,小林小児科クリニック,盛岡市三本柳１１地割１２番地４,019-638-0404,医療法人あすなろ会　理事長　小林　有一,小林　有一,小　アレ,,平元. 11. 1,ika
診療所,03,0114160,吉田耳鼻咽喉科医院,盛岡市本宮二丁目３９番１号,019-636-1187,吉田　幹夫,吉田　幹夫,耳い　気食,,平4. 5. 1,ika
